city,country,jams_count,jams_delay,jams_length,traffic_index_live,traffic_index_week_before,update_time_live,update_time_week_before
Birmingham,United States of America,1,1.5,0.1,0,0,1652616090000,1652011290000
Birmingham,United States of America,2,2.9,0.3,0,0,1652619660000,1652014860000
Birmingham,United States of America,0,0,0,3,2,1652625960000,1652020260000
Birmingham,United States of America,6,16.7,1.3,5,4,1652629560000,1652024769766
Birmingham,United States of America,2,5.5,0.2,7,7,1652631349560,1652026560045
Birmingham,United States of America,8,15.9,1.1,10,10,1652635863849,1652031055796
Birmingham,United States of America,5,15.3,1.5,10,10,1652637656145,1652032844002
Birmingham,United States of America,7,32.5,4,9,9,1652641268725,1652036449023
Birmingham,United States of America,1,5.5,0.2,9,10,1652644846071,1652042737165
Birmingham,United States of America,2,8.3,0.2,8,13,1652648450580,1652045460000
Birmingham,United States of America,1,1.3,0,7,11,1652652073374,1652047265040
Birmingham,United States of America,2,5.6,0.2,7,9,1652655660000,1652050860001
Birmingham,United States of America,2,8.7,0.5,5,6,1652659260000,1652054460000
Birmingham,United States of America,2,11.5,0.3,6,7,1652663760000,1652058060000
Birmingham,United States of America,0,0,0,5,4,1652666460000,1652061660000
Birmingham,United States of America,2,4.4,0.2,2,3,1652670090000,1652065290000
Birmingham,United States of America,0,0,0,1,1,1652673690000,1652068890000
Birmingham,United States of America,1,1.4,0.2,1,0,1652677290000,1652072490001
Birmingham,United States of America,0,0,0,0,0,1652680890001,1652076090000
Birmingham,United States of America,1,0.7,1.5,0,0,1652684490000,1652079690000
Birmingham,United States of America,0,0,0,0,0,1652688090001,1652083290000
Birmingham,United States of America,0,0,0,0,0,1652691690001,1652086890001
Birmingham,United States of America,0,0,0,0,0,1652695290000,1652090490000
Birmingham,United States of America,0,0,0,0,0,1652698860000,1652094090000
Birmingham,United States of America,53,152.6,53.1,20,20,1652705162763,1652100366015
Birmingham,United States of America,51,151.9,52.2,25,27,1652706060000,1652102164252
Birmingham,United States of America,8,22.9,2.5,12,14,1652709660000,1652104860000
Birmingham,United States of America,1,2.6,1,10,9,1652713260000,1652108460000
Birmingham,United States of America,11,30.9,2.3,13,12,1652719560000,1652114760001
Birmingham,United States of America,7,21.9,3.4,16,15,1652722260000,1652117470443
Birmingham,United States of America,10,24.4,4.7,16,15,1652724069834,1652119260001
Birmingham,United States of America,4,9.9,0.7,14,14,1652727665031,1652125528946
Birmingham,United States of America,34,127.7,15,19,21,1652733062076,1652128244361
Birmingham,United States of America,20,59.2,22.3,21,26,1652736635169,1652132737223
Birmingham,United States of America,33,88.7,30.5,24,27,1652740250602,1652135460407
Birmingham,United States of America,11,31.7,2.2,17,19,1652742060000,1652137260000
Birmingham,United States of America,2,4.9,0.3,9,9,1652745660000,1652140860000
Birmingham,United States of America,2,9.5,1.9,8,10,1652750160000,1652145360000
Birmingham,United States of America,2,5.6,1.2,7,7,1652752860000,1652148060000
Birmingham,United States of America,0,0,0,3,4,1652756490000,1652151690000
Birmingham,United States of America,0,0,0,1,1,1652760090001,1652155290000
Birmingham,United States of America,2,8.1,0.7,1,1,1652763690000,1652160690000
Birmingham,United States of America,0,0,0,0,0,1652767290001,1652162490000
Birmingham,United States of America,2,10.3,2,1,1,1652772690001,1652167890001
Birmingham,United States of America,0,0,0,0,0,1652774490000,1652169690001
Birmingham,United States of America,1,2.3,0.2,0,0,1652778090000,1652173290001
Birmingham,United States of America,0,0,0,0,0,1652781690000,1652176890000
Birmingham,United States of America,1,0.8,0.1,1,1,1652787968830,1652183136997
Birmingham,United States of America,53,180.7,73.1,22,21,1652791553112,1652186744882
Birmingham,United States of America,57,187.4,70.1,29,28,1652792476812,1652187664597
Birmingham,United States of America,3,9.2,0.8,14,14,1652796060000,1652191260000
Birmingham,United States of America,10,39.8,8,12,11,1652801464032,1652197560000
Birmingham,United States of America,11,46.4,6.9,14,20,1652805960000,1652200254165
Birmingham,United States of America,10,22.1,3.8,16,19,1652808660000,1652202060000
Birmingham,United States of America,13,41.2,7.3,17,16,1652810467161,1652205660000
Birmingham,United States of America,14,62.8,11.8,17,15,1652816739733,1652211933240
Birmingham,United States of America,37,114.5,14.1,21,21,1652819464168,1652215552687
Birmingham,United States of America,42,143.6,41.2,26,26,1652823923952,1652219135149
Birmingham,United States of America,63,208.1,74.7,33,36,1652826651637,1652221868085
Birmingham,United States of America,19,63.1,14.6,26,29,1652828460000,1652223660000
Birmingham,United States of America,3,6.6,3.6,11,10,1652832060000,1652227260001
Birmingham,United States of America,3,7.4,3,9,11,1652835660000,1652230860001
A Coruna,Spain,0,0,0,6,16,1652616090000,1652011290000
A Coruna,Spain,0,0,0,1,2,1652619690000,1652014890000
A Coruna,Spain,0,0,0,0,2,1652623290001,1652021190000
Birmingham,United States of America,4,6,2.8,7,8,1652839260000,1652234460000
Birmingham,United States of America,1,5.6,0.1,4,4,1652842860000,1652238090000
Birmingham,United States of America,1,3.8,0.4,1,2,1652846490000,1652241690000
A Coruna,Spain,0,0,0,2,6,1652629590001,1652024790000
A Coruna,Spain,0,0,0,3,6,1652630490000,1652027490000
A Coruna,Spain,0,0,0,4,15,1652635890000,1652031990000
Birmingham,United States of America,3,10.1,0.9,1,1,1652850090000,1652247090000
Birmingham,United States of America,0,0,0,0,1,1652853690000,1652248890000
Birmingham,United States of America,0,0,0,0,1,1652857290000,1652253390000
A Coruna,Spain,1,2.7,0.3,3,28,1652637660000,1652035590000
A Coruna,Spain,0,0,0,2,29,1652643090000,1652036490000
A Coruna,Spain,0,0,0,0,9,1652644890000,1652040090000
Birmingham,United States of America,2,4.8,2.2,0,1,1652860890000,1652256090000
Birmingham,United States of America,0,0,0,0,0,1652864490000,1652259690001
Birmingham,United States of America,1,2.7,0.2,0,0,1652868090000,1652263290000
A Coruna,Spain,0,0,0,0,0,1652648490000,1652043690000
A Coruna,Spain,0,0,0,0,0,1652652090000,1652047290001
A Coruna,Spain,0,0,0,0,0,1652655690000,1652050890000
Birmingham,United States of America,0,0,0,0,4,1652871660000,1652269566360
Birmingham,United States of America,54,204.5,79.8,21,24,1652877972257,1652273147118
Birmingham,United States of America,57,193.7,75.7,28,32,1652878877617,1652274067643
A Coruna,Spain,0,0,0,0,0,1652659290001,1652054490000
A Coruna,Spain,0,0,0,0,0,1652662890000,1652058090000
A Coruna,Spain,0,0,0,0,0,1652666490000,1652061690000
Birmingham,United States of America,13,43.6,8.9,18,18,1652882460001,1652277660000
Birmingham,United States of America,3,8.1,1.4,11,12,1652886060000,1652281260000
Birmingham,United States of America,6,27.4,4,15,14,1652892360000,1652287560000
A Coruna,Spain,0,0,0,0,0,1652670090000,1652065290001
A Coruna,Spain,0,0,0,0,0,1652673690001,1652068890000
A Coruna,Spain,0,0,0,0,0,1652677290000,1652072490000
Birmingham,United States of America,9,22.1,6.6,16,17,1652893260000,1652291160000
Birmingham,United States of America,10,26.9,3.3,16,18,1652896869024,1652292066439
Birmingham,United States of America,7,19.8,4.5,15,16,1652900465947,1652298330157
Bielsko-Biala,Poland,0,0,0,7,6,1652618790000,1652012190001
Bielsko-Biala,Poland,0,0,0,8,6,1652621490000,1652016690000
Bielsko-Biala,Poland,0,0,0,9,9,1652625990000,1652021190001
A Coruna,Spain,0,0,0,4,37,1652683590001,1652078760000
A Coruna,Spain,0,0,0,6,48,1652687190000,1652079660001
A Coruna,Spain,0,0,0,9,20,1652690790001,1652083290000
Birmingham,United States of America,38,115.6,16.7,20,23,1652905854352,1652301928882
Birmingham,United States of America,30,105.6,40.6,24,27,1652910318351,1652305525337
Birmingham,United States of America,49,142,46.6,29,31,1652913057036,1652308237193
Bielsko-Biala,Poland,0,0,0,9,10,1652629590000,1652022090001
A Coruna,Spain,2,4.7,1.5,14,16,1652694360000,1652089590001
A Coruna,Spain,2,4.8,1.5,15,16,1652695290000,1652092290000
A Coruna,Spain,1,3.2,0.8,14,15,1652700690000,1652094990000
Birmingham,United States of America,14,48.9,11.3,21,22,1652914860000,1652310066704
Birmingham,United States of America,11,57.7,11.3,15,10,1652918460000,1652313660000
Birmingham,United States of America,5,24.8,3.9,12,9,1652922060000,1652317260000
Bielsko-Biala,Poland,1,5,1.3,12,6,1652633190000,1652025690000
Bielsko-Biala,Poland,1,3.8,1,13,5,1652634090000,1652030190001
Bielsko-Biala,Poland,0,0,0,7,4,1652637690000,1652033790001
A Coruna,Spain,0,0,0,12,21,1652702490000,1652099490000
A Coruna,Spain,1,2,0.8,7,15,1652707890000,1652101290001
A Coruna,Spain,1,3.4,0.2,7,18,1652712360000,1652106690000
Birmingham,United States of America,1,1.5,1.7,7,8,1652925660000,1652320860000
Birmingham,United States of America,1,1.7,0,3,4,1652929290001,1652324490000
Birmingham,United States of America,0,0,0,1,1,1652932890000,1652328090001
Berlin,Germany,30,91.8,29.2,25,28,1652616076613,1652011269356
Berlin,Germany,40,117.2,18.8,23,29,1652619638705,1652014870155
Berlin,Germany,38,131.3,23.6,23,26,1652624180914,1652018459164
Bialystok,Poland,5,17.8,1.6,24,14,1652616090001,1652011290000
Bialystok,Poland,2,7.6,0.6,17,13,1652619690000,1652016690000
Bialystok,Poland,0,0,0,14,16,1652625990000,1652021190001
Bielsko-Biala,Poland,0,0,0,5,4,1652641290000,1652036490001
Bielsko-Biala,Poland,0,0,0,2,2,1652644890000,1652040090001
Bielsko-Biala,Poland,0,0,0,0,0,1652648490000,1652043690001
Bielsko-Biala,Poland,0,0,0,0,0,1652652090000,1652047290000
A Coruna,Spain,4,10.3,2.2,15,19,1652715960000,1652108490000
A Coruna,Spain,6,15,3,19,25,1652719590000,1652114790000
A Coruna,Spain,5,16.5,2.3,21,30,1652722290000,1652117490001
Birmingham,United States of America,1,2.5,0.4,0,1,1652936490000,1652331690000
Birmingham,United States of America,0,0,0,1,0,1652941890000,1652335290000
Birmingham,United States of America,0,0,0,0,0,1652943690000,1652338890000
Berlin,Germany,41,144.2,36.3,24,27,1652628660682,1652024747774
Berlin,Germany,54,207.9,43.2,26,33,1652633149543,1652028380677
Berlin,Germany,46,164.9,36.8,25,33,1652634054751,1652029260743
Bialystok,Poland,0,0,0,15,15,1652629590000,1652022090001
Bialystok,Poland,0,0,0,14,16,1652630490000,1652025690000
Bialystok,Poland,0,0,0,14,13,1652634090000,1652029290000
Bielsko-Biala,Poland,0,0,0,0,0,1652655690000,1652050890000
Bielsko-Biala,Poland,0,0,0,0,0,1652659290001,1652054490000
Bielsko-Biala,Poland,0,0,0,0,0,1652662890000,1652058090000
A Coruna,Spain,3,6.6,1.5,17,25,1652724090000,1652119290000
A Coruna,Spain,0,0,0,10,8,1652727690000,1652122890000
A Coruna,Spain,0,0,0,5,1,1652731290001,1652126490000
Birmingham,United States of America,0,0,0,0,0,1652947290000,1652342490001
Birmingham,United States of America,0,0,0,0,0,1652950890000,1652346090000
Birmingham,United States of America,1,4.2,0.8,0,0,1652954490000,1652349690000
Bern,Switzerland,1,2.6,0.3,11,16,1652616990000,1652011290001
Bern,Switzerland,0,0,0,11,16,1652619690000,1652014890000
Bern,Switzerland,4,13.9,3.6,18,18,1652625990000,1652020290000
Berlin,Germany,22,76.4,18.2,21,25,1652637665727,1652032866309
Berlin,Germany,9,41.5,4.8,14,18,1652641260000,1652036460000
Berlin,Germany,7,16.9,2.5,12,13,1652644860001,1652040060000
Bialystok,Poland,0,0,0,10,10,1652637690000,1652032890000
Bialystok,Poland,0,0,0,7,7,1652641290000,1652036490001
Bialystok,Poland,1,2.7,0.4,3,6,1652644890000,1652040090001
Bialystok,Poland,1,3.1,0.3,0,1,1652648490000,1652043690001
Bielsko-Biala,Poland,0,0,0,1,0,1652668290001,1652061690000
Bielsko-Biala,Poland,0,0,0,4,4,1652672790001,1652067090000
Bielsko-Biala,Poland,0,0,0,10,8,1652676390001,1652071590000
A Coruna,Spain,1,3.2,0.2,0,0,1652734890001,1652130090000
A Coruna,Spain,0,0,0,0,0,1652738490000,1652133690000
A Coruna,Spain,0,0,0,0,0,1652742090000,1652137290000
Birmingham,United States of America,0,0,0,1,0,1652960764329,1652353260000
Birmingham,United States of America,42,119.7,58.9,20,19,1652964347321,1652359556207
Birmingham,United States of America,40,118.6,58.8,26,25,1652965256900,1652360466066
Bern,Switzerland,3,14.3,6.5,26,17,1652627790000,1652022090001
Berlin,Germany,5,11.3,1.4,8,9,1652648460001,1652043660001
Berlin,Germany,1,2.9,0.2,5,4,1652652090000,1652047290001
Berlin,Germany,1,4.1,0.2,2,2,1652655690000,1652050890001
Bialystok,Poland,0,0,0,0,0,1652652090000,1652047290000
Bialystok,Poland,0,0,0,0,0,1652655690000,1652050890000
Bielsko-Biala,Poland,20,73.7,16.5,26,23,1652679990000,1652075160000
Bielsko-Biala,Poland,14,47.1,6.1,35,31,1652681790000,1652076090000
Bielsko-Biala,Poland,2,3.7,0.6,20,19,1652684490001,1652079690001
A Coruna,Spain,0,0,0,0,0,1652745690000,1652140890000
A Coruna,Spain,0,0,0,0,0,1652749290000,1652144490000
A Coruna,Spain,0,0,0,0,0,1652752890000,1652148090000
Birmingham,United States of America,10,26.4,9.6,15,16,1652968860000,1652364060000
Birmingham,United States of America,4,11.8,1.9,13,11,1652972466728,1652367660000
Birmingham,United States of America,8,21.2,4.1,16,14,1652978747270,1652373950541
Bern,Switzerland,1,2.2,0.2,17,17,1652630490000,1652025690000
Bern,Switzerland,1,4.3,0.5,11,11,1652634090000,1652029290000
Bern,Switzerland,0,0,0,6,6,1652637690001,1652032890000
Berlin,Germany,0,0,0,0,0,1652659290000,1652054490000
Berlin,Germany,3,7.2,1.4,0,0,1652662890000,1652058090000
Berlin,Germany,0,0,0,0,0,1652666490000,1652061690000
Bialystok,Poland,0,0,0,0,0,1652659290001,1652054490000
Bialystok,Poland,0,0,0,0,0,1652662890000,1652058090000
Bialystok,Poland,0,0,0,0,0,1652666490000,1652061690000
Bielsko-Biala,Poland,0,0,0,18,18,1652688090000,1652083290001
Bielsko-Biala,Poland,0,0,0,17,18,1652694390000,1652089590004
Bielsko-Biala,Poland,1,1.2,0.1,17,19,1652695290000,1652090490000
A Coruna,Spain,0,0,0,0,0,1652756490000,1652151690001
A Coruna,Spain,0,0,0,0,0,1652760090001,1652155290000
A Coruna,Spain,0,0,0,0,0,1652763690000,1652158890001
Birmingham,United States of America,14,40.9,8.8,19,17,1652982346169,1652376645952
Birmingham,United States of America,10,34,7.1,19,17,1652983272326,1652378470673
Birmingham,United States of America,6,19.3,3.6,15,17,1652986841310,1652384756262
Bern,Switzerland,0,0,0,6,5,1652642190000,1652036490000
Bern,Switzerland,0,0,0,5,3,1652644890001,1652040090000
Bern,Switzerland,0,0,0,1,0,1652648490001,1652043690001
Berlin,Germany,5,21.1,5.6,4,4,1652672760000,1652067960000
Berlin,Germany,52,185.8,48.2,20,21,1652676334343,1652071561918
Berlin,Germany,151,610.1,124.9,36,39,1652679956482,1652075147840
Bialystok,Poland,0,0,0,0,1,1652670090000,1652065290000
Bialystok,Poland,0,0,0,5,4,1652676390001,1652071590000
Bialystok,Poland,20,74.9,14.4,33,30,1652679990000,1652075160000
Bielsko-Biala,Poland,5,18.1,2.1,22,21,1652701590000,1652095890000
Bielsko-Biala,Poland,21,77.2,14.4,34,36,1652704290000,1652099490000
Bielsko-Biala,Poland,27,93.2,16.5,36,35,1652707860000,1652103060000
A Coruna,Spain,0,0,0,0,35,1652767260000,1652165160001
A Coruna,Spain,0,0,0,0,41,1652770860001,1652166060001
A Coruna,Spain,0,0,0,0,19,1652774460000,1652169690001
Birmingham,United States of America,24,91.7,19.5,20,23,1652992250235,1652388313301
Birmingham,United States of America,38,129.4,32.3,22,26,1652996730346,1652391908058
Birmingham,United States of America,49,207.9,51,29,30,1652999442352,1652394656604
Bern,Switzerland,0,0,0,0,0,1652652090000,1652047290000
Bern,Switzerland,0,0,0,0,0,1652655690000,1652050890001
Bern,Switzerland,0,0,0,0,0,1652659290000,1652054490000
Berlin,Germany,174,686.4,129.3,49,61,1652683529093,1652078762570
Berlin,Germany,151,544.8,99.1,49,61,1652684452269,1652079646336
Berlin,Germany,101,347.2,54.8,40,51,1652688050726,1652083252704
Bialystok,Poland,24,74.5,12.1,57,52,1652681790000,1652076960000
Bielsko-Biala,Poland,20,79.9,14.6,35,34,1652710560000,1652106690001
Bielsko-Biala,Poland,6,27.4,2.8,28,26,1652713290000,1652108490000
Bielsko-Biala,Poland,0,0,0,14,13,1652716890000,1652112090000
A Coruna,Spain,0,0,0,0,14,1652778090000,1652174190001
A Coruna,Spain,0,0,0,2,15,1652782590001,1652176890001
A Coruna,Spain,0,0,0,3,14,1652785290001,1652183160000
Birmingham,United States of America,12,37.2,10.9,22,25,1653001268573,1652396447530
Birmingham,United States of America,6,30.1,6.8,13,11,1653004860000,1652400060001
Birmingham,United States of America,9,24.5,5.6,11,10,1653009360000,1652404560001
Bern,Switzerland,0,0,0,0,0,1652662890000,1652058090000
Bern,Switzerland,0,0,0,1,0,1652667390000,1652061690000
Bern,Switzerland,0,0,0,0,0,1652670090001,1652065290001
Bilbao,Spain,4,18.4,2.1,6,6,1652616090000,1652011290000
Bilbao,Spain,1,3.6,1.3,3,2,1652619690000,1652014890000
Bilbao,Spain,0,0,0,0,1,1652623290001,1652018490000
Belfast,United Kingdom,11,27.8,5.2,26,27,1652618760000,1652013060000
Belfast,United Kingdom,6,20.3,4.8,29,30,1652620560000,1652015760000
Belfast,United Kingdom,10,30.3,5.1,29,28,1652623260000,1652018460001
Berlin,Germany,90,380.2,50.6,38,43,1652694340057,1652086859163
Berlin,Germany,99,477.8,58.7,39,41,1652697953313,1652090474471
Berlin,Germany,108,539.1,67.3,41,41,1652701540744,1652094022859
Bialystok,Poland,2,6.5,1.1,30,31,1652684490001,1652079690001
Bialystok,Poland,0,0,0,23,24,1652688090000,1652083290001
Bialystok,Poland,1,2.6,0.3,23,26,1652691690001,1652089590004
Bielsko-Biala,Poland,0,0,0,11,11,1652722290000,1652115690000
Bielsko-Biala,Poland,1,1.3,0.1,8,6,1652724090001,1652119290000
Bielsko-Biala,Poland,0,0,0,6,6,1652727690000,1652122890001
A Coruna,Spain,1,2.9,0.3,4,19,1652788890001,1652185860000
A Coruna,Spain,0,0,0,0,12,1652792490000,1652187690000
A Coruna,Spain,0,0,0,0,17,1652796090000,1652193090001
Birmingham,United States of America,3,9.4,1.5,9,9,1653012060000,1652407260000
Birmingham,United States of America,1,6.3,0.3,5,4,1653015660000,1652410890000
Birmingham,United States of America,4,14.1,1.9,3,2,1653021090000,1652414490000
Bern,Switzerland,5,15.7,9.1,13,12,1652676390001,1652071590001
Bern,Switzerland,13,49.7,10.6,38,36,1652679990000,1652075190000
Bern,Switzerland,12,37.7,6.3,50,42,1652681790000,1652076090000
Belo Horizonte,Brazil,1,3,0.4,5,5,1652617890000,1652013990000
Belo Horizonte,Brazil,10,38.6,5.2,8,10,1652622360000,1652017560000
Bilbao,Spain,2,6.5,0.7,3,4,1652629590001,1652024790000
Bilbao,Spain,4,13.2,1.6,9,4,1652633190000,1652025660000
Bilbao,Spain,8,31.4,3.3,13,6,1652634990000,1652031090000
Belfast,United Kingdom,2,4.3,0.4,18,21,1652626860000,1652022060000
Belfast,United Kingdom,4,11.8,1.4,17,18,1652630460001,1652025660000
Belfast,United Kingdom,2,3.1,0.5,15,15,1652634960000,1652029260000
Berlin,Germany,192,889.4,121.3,46,44,1652705159031,1652100335844
Berlin,Germany,302,1314.9,180,58,56,1652708729273,1652103924081
Berlin,Germany,278,1243.8,170.1,60,57,1652709666744,1652104835774
Bialystok,Poland,0,0,0,26,29,1652697090000,1652091390001
Bialystok,Poland,3,10,0.9,26,27,1652698890001,1652094090000
Bialystok,Poland,4,15.6,2.4,31,37,1652705190000,1652100390000
Bielsko-Biala,Poland,0,0,0,3,3,1652731290000,1652126490001
Bielsko-Biala,Poland,0,0,0,0,1,1652734890000,1652130990000
Bielsko-Biala,Poland,0,0,0,1,0,1652741190000,1652133690001
A Coruna,Spain,0,0,0,1,18,1652802360000,1652195790000
A Coruna,Spain,0,0,0,2,23,1652804160000,1652200290000
A Coruna,Spain,0,0,0,2,28,1652806860000,1652203890000
Baton Rouge,United States of America,0,0,0,0,0,1652616090001,1652011290000
Birmingham,United States of America,2,6,0.4,1,1,1653022890000,1652418090000
Birmingham,United States of America,0,0,0,0,1,1653026490001,1652422590000
Birmingham,United States of America,0,0,0,0,0,1653030090001,1652425290000
Bern,Switzerland,3,7.3,0.8,34,26,1652684490001,1652079690000
Bern,Switzerland,1,1.5,0.3,21,21,1652688090001,1652085990000
Bern,Switzerland,0,0,0,19,20,1652694390000,1652086890000
Belo Horizonte,Brazil,16,55,5.6,10,18,1652625990001,1652021160000
Belo Horizonte,Brazil,23,77.6,7.2,12,22,1652628660000,1652022960000
Belo Horizonte,Brazil,8,34.6,2.1,10,19,1652630460000,1652025660000
Bilbao,Spain,1,2.6,0.4,7,7,1652637660000,1652032890000
Bilbao,Spain,4,15.5,1.2,5,6,1652643990000,1652036490000
Bilbao,Spain,8,32.8,2.9,13,2,1652645790000,1652040090000
Belfast,United Kingdom,0,0,0,13,12,1652637660000,1652032860000
Belfast,United Kingdom,0,0,0,9,11,1652641260000,1652036460000
Belfast,United Kingdom,1,2.8,0.5,7,8,1652644890000,1652040090000
Berlin,Germany,178,678,105.6,54,52,1652713229649,1652108466242
Berlin,Germany,81,264.5,34.8,38,40,1652716857065,1652112037199
Berlin,Germany,39,128.9,19.8,28,30,1652720439729,1652115666638
Bialystok,Poland,26,117.1,14.4,48,50,1652708790001,1652103990001
Bialystok,Poland,38,153,20.6,65,63,1652711460000,1652106690001
Bialystok,Poland,3,11.3,1.3,44,45,1652713290000,1652108490000
Bielsko-Biala,Poland,0,0,0,3,0,1652742990001,1652137290000
Bielsko-Biala,Poland,0,0,0,3,3,1652746590000,1652143590001
Bielsko-Biala,Poland,0,0,0,3,3,1652749290000,1652144490001
Bielsko-Biala,Poland,0,0,0,0,1,1652752890000,1652150790000
Barcelona,Spain,11,34.9,9.1,13,13,1652616090000,1652011290000
Barcelona,Spain,4,26.4,1.8,6,6,1652619690000,1652014890000
Barcelona,Spain,9,27.1,3.1,7,7,1652625990000,1652021190000
Bari,Italy,0,0,0,3,18,1652616090000,1652011290000
Bari,Italy,0,0,0,0,20,1652619690001,1652017590001
Bari,Italy,0,0,0,3,34,1652625990000,1652020290000
A Coruna,Spain,0,0,0,3,25,1652812290000,1652205690000
A Coruna,Spain,0,0,0,2,11,1652814090000,1652209290000
A Coruna,Spain,0,0,0,0,1,1652817690000,1652212890001
Basel,Switzerland,0,0,0,9,12,1652618790000,1652013990000
Basel,Switzerland,0,0,0,10,12,1652621490000,1652014890000
Basel,Switzerland,0,0,0,10,13,1652623290000,1652018490000
Baton Rouge,United States of America,0,0,0,0,0,1652619660000,1652014860000
Baton Rouge,United States of America,0,0,0,1,0,1652625960000,1652018460000
Baton Rouge,United States of America,4,8.6,1.2,5,6,1652629560000,1652024760000
Birmingham,United States of America,0,0,0,0,0,1653033690000,1652428890001
Birmingham,United States of America,1,0.7,0.1,0,0,1653037290001,1652432490000
Birmingham,United States of America,1,2.9,0.6,0,0,1653040890000,1652436090000
Bern,Switzerland,2,5.1,0.5,21,20,1652695290000,1652090490001
Bern,Switzerland,1,3.9,0.4,22,25,1652701590000,1652096790000
Bern,Switzerland,2,6.5,0.9,22,25,1652702490001,1652097690000
Belo Horizonte,Brazil,8,17.8,2.1,6,8,1652634960000,1652029260000
Belo Horizonte,Brazil,5,14.9,2.8,5,7,1652637660000,1652035560000
Belo Horizonte,Brazil,4,38.2,9.7,6,9,1652643060000,1652039160000
Belo Horizonte,Brazil,5,55.1,13.8,10,15,1652647560000,1652042760001
Bilbao,Spain,0,0,0,2,0,1652648490000,1652043690000
Bilbao,Spain,1,68.5,7.1,0,0,1652652090000,1652047290001
Bilbao,Spain,1,0.9,2.5,0,0,1652655690000,1652050890000
Belfast,United Kingdom,0,0,0,5,6,1652648490000,1652043690000
Berlin,Germany,10,38.2,4.4,18,18,1652724060000,1652119263236
Berlin,Germany,14,107,10.4,17,15,1652730360000,1652125560000
Berlin,Germany,16,91.2,7.7,17,15,1652731260000,1652126460000
Bialystok,Poland,0,0,0,24,25,1652716890000,1652112090000
Bialystok,Poland,0,0,0,19,20,1652720490000,1652115690000
Bialystok,Poland,0,0,0,13,14,1652724990000,1652119290000
Bielsko-Biala,Poland,1,1.4,0.5,3,3,1652759190001,1652152590000
Bielsko-Biala,Poland,1,2.5,1.1,8,8,1652762790000,1652157990000
Bielsko-Biala,Poland,15,60.1,12.5,26,29,1652766360002,1652161590000
Barcelona,Spain,10,40.3,6.6,10,11,1652628690000,1652024790000
Barcelona,Spain,17,67.9,25,16,16,1652633190000,1652028360000
Barcelona,Spain,20,73.9,32.4,21,17,1652636790000,1652030190000
Bari,Italy,0,0,0,8,33,1652629590000,1652022090000
Bari,Italy,3,6.6,2,14,53,1652633190000,1652027460000
Bari,Italy,3,9.3,2.5,16,48,1652636790000,1652029290000
A Coruna,Spain,0,0,0,0,0,1652821290000,1652216490000
A Coruna,Spain,0,0,0,0,0,1652824890000,1652220090000
A Coruna,Spain,0,0,0,0,0,1652828490000,1652223690000
Basel,Switzerland,0,0,0,11,12,1652628690001,1652023890000
Basel,Switzerland,2,24.1,7.4,30,13,1652633190000,1652025690000
Basel,Switzerland,1,10.4,6.9,26,9,1652634090000,1652029290000
Baton Rouge,United States of America,1,0.8,1.9,8,8,1652633160000,1652026568543
Baton Rouge,United States of America,8,24.6,9.6,14,13,1652636745442,1652031070111
Baton Rouge,United States of America,8,49,11.3,17,13,1652639460000,1652032857925
Birmingham,United States of America,0,0,0,0,0,1653044466321,1652439660000
Birmingham,United States of America,30,98.6,24.2,15,17,1653050769217,1652445965055
Birmingham,United States of America,29,113.7,24.1,20,20,1653051665966,1652446875019
Bern,Switzerland,1,4,0.5,24,23,1652708790000,1652101290000
Bern,Switzerland,19,64.3,8.5,42,42,1652712390000,1652107590000
Bern,Switzerland,29,121.9,12.3,54,56,1652715090000,1652110290000
Belo Horizonte,Brazil,16,89,18,14,27,1652650260000,1652046360000
Belo Horizonte,Brazil,11,54.2,16.6,13,27,1652652060000,1652047260000
Belo Horizonte,Brazil,7,30.8,5.3,9,17,1652655660000,1652050867664
Belo Horizonte,Brazil,5,11.5,4.1,7,9,1652659290000,1652054460000
Bilbao,Spain,0,0,0,0,0,1652659290001,1652054490000
Bilbao,Spain,1,1.4,1.1,0,0,1652662890000,1652058090000
Bilbao,Spain,0,0,0,0,0,1652666490000,1652061690000
Belfast,United Kingdom,5,14.8,3,8,2,1652652990000,1652047290000
Belfast,United Kingdom,0,0,0,0,0,1652655660000,1652050890000
Belfast,United Kingdom,1,2.9,0.2,0,0,1652659290000,1652054490000
Berlin,Germany,10,45.9,4.4,12,10,1652734890000,1652130060001
Berlin,Germany,2,7.5,0.7,7,5,1652738490000,1652133690000
Bialystok,Poland,0,0,0,9,11,1652727690000,1652122890001
Bialystok,Poland,0,0,0,5,5,1652731290000,1652126490001
Bialystok,Poland,0,0,0,1,2,1652734890000,1652130990000
Bielsko-Biala,Poland,23,69.5,11.5,33,37,1652767260000,1652162490000
Bielsko-Biala,Poland,2,5.6,0.4,19,21,1652770890001,1652166090000
Barcelona,Spain,17,56.5,25.1,20,15,1652637660000,1652032890000
Barcelona,Spain,10,40.2,20.2,18,16,1652641290000,1652036490000
Barcelona,Spain,2,4.2,0.5,8,7,1652644890000,1652040090000
Bari,Italy,3,11,2.2,18,26,1652638590000,1652032890000
Bari,Italy,0,0,0,17,18,1652641290000,1652036490000
Bari,Italy,1,1.1,0.2,7,11,1652644890001,1652040090001
A Coruna,Spain,0,0,0,0,0,1652832090000,1652227290000
A Coruna,Spain,0,0,0,0,0,1652835690000,1652230890157
